mm_dd_hh,ghi,dhi,dni,temp
01-24 17:00,0.0,0.0,0.0,7.8
01-24 18:00,0.0,0.0,0.0,8.3
01-24 19:00,0.0,0.0,0.0,8.4
01-24 20:00,0.0,0.0,0.0,8.8
01-24 21:00,0.0,0.0,0.0,8.6
01-24 22:00,0.0,0.0,0.0,8.1
01-24 23:00,0.0,0.0,0.0,7.8
01-25 00:00,0.0,0.0,0.0,7.4
01-25 01:00,0.0,0.0,0.0,8.0
01-25 02:00,0.0,0.0,0.0,7.8
01-25 03:00,0.0,0.0,0.0,7.0
01-25 04:00,0.0,0.0,0.0,7.0
01-25 05:00,0.0,0.0,0.0,8.1
01-25 06:00,0.0,0.0,0.0,9.0
01-25 07:00,0.0,0.0,0.0,9.6
01-25 08:00,10.0,10.0,0.0,9.9
01-25 09:00,19.0,19.0,0.0,10.1
01-25 10:00,40.0,40.0,0.0,10.1
01-25 11:00,90.0,81.0,27.3,12.0
01-25 12:00,188.0,144.0,129.0,13.4
01-25 13:00,130.0,82.0,153.4,10.9
01-25 14:00,47.0,47.0,0.0,10.1
01-25 15:00,63.0,35.0,192.5,10.2
01-25 16:00,12.0,8.0,70.1,9.0
01-25 17:00,0.0,0.0,0.0,8.1
01-25 18:00,0.0,0.0,0.0,8.0
01-25 19:00,0.0,0.0,0.0,6.9
01-25 20:00,0.0,0.0,0.0,5.6
01-25 21:00,0.0,0.0,0.0,5.6
01-25 22:00,0.0,0.0,0.0,5.1
01-25 23:00,0.0,0.0,0.0,4.7
01-26 00:00,0.0,0.0,0.0,3.8
01-26 01:00,0.0,0.0,0.0,4.7
01-26 02:00,0.0,0.0,0.0,5.4
01-26 03:00,0.0,0.0,0.0,5.9
01-26 04:00,0.0,0.0,0.0,5.5
01-26 05:00,0.0,0.0,0.0,5.3
01-26 06:00,0.0,0.0,0.0,5.8
01-26 07:00,0.0,0.0,0.0,4.8
01-26 08:00,37.0,27.0,117.8,5.5
01-26 09:00,32.0,30.0,10.3,6.4
01-26 10:00,143.0,123.0,71.1,9.1
01-26 11:00,219.0,129.0,270.2,10.1
01-26 12:00,202.0,115.0,252.0,9.9
01-26 13:00,205.0,132.0,230.3,10.4
01-26 14:00,106.0,97.0,36.0,9.9
01-26 15:00,53.0,51.0,13.4,9.1
01-26 16:00,16.0,9.0,118.2,7.4
01-26 17:00,0.0,0.0,0.0,6.6
01-26 18:00,0.0,0.0,0.0,6.0
01-26 19:00,0.0,0.0,0.0,4.2
01-26 20:00,0.0,0.0,0.0,2.8
01-26 21:00,0.0,0.0,0.0,1.8
01-26 22:00,0.0,0.0,0.0,1.5
01-26 23:00,0.0,0.0,0.0,2.0
01-27 00:00,0.0,0.0,0.0,2.7
01-27 01:00,0.0,0.0,0.0,4.6
01-27 02:00,0.0,0.0,0.0,6.3
01-27 03:00,0.0,0.0,0.0,6.2
01-27 04:00,0.0,0.0,0.0,5.2
01-27 05:00,0.0,0.0,0.0,7.4
01-27 06:00,0.0,0.0,0.0,7.9
01-27 07:00,0.0,0.0,0.0,8.0
01-27 08:00,16.0,13.0,34.6,7.8
01-27 09:00,39.0,38.0,5.1,7.7
01-27 10:00,121.0,62.0,206.9,10.7
01-27 11:00,89.0,89.0,0.0,11.8
01-27 12:00,142.0,124.0,51.5,12.0
01-27 13:00,126.0,99.0,84.0,8.9
01-27 14:00,57.0,50.0,27.5,8.6
01-27 15:00,81.0,49.0,208.0,8.9
01-27 16:00,15.0,10.0,81.4,7.2
01-27 17:00,0.0,0.0,0.0,7.6
01-27 18:00,0.0,0.0,0.0,7.3
01-27 19:00,0.0,0.0,0.0,7.8
01-27 20:00,0.0,0.0,0.0,8.4
01-27 21:00,0.0,0.0,0.0,7.8
01-27 22:00,0.0,0.0,0.0,6.8
01-27 23:00,0.0,0.0,0.0,7.2
01-28 00:00,0.0,0.0,0.0,6.8
01-28 01:00,0.0,0.0,0.0,6.9
01-28 02:00,0.0,0.0,0.0,6.2
01-28 03:00,0.0,0.0,0.0,5.8
01-28 04:00,0.0,0.0,0.0,5.2
01-28 05:00,0.0,0.0,0.0,4.4
01-28 06:00,0.0,0.0,0.0,4.4
01-28 07:00,0.0,0.0,0.0,3.8
01-28 08:00,26.0,26.0,0.0,4.2
01-28 09:00,103.0,87.0,79.7,5.4
01-28 10:00,79.0,75.0,13.8,5.8
01-28 11:00,47.0,47.0,0.0,5.6
01-28 12:00,40.0,40.0,0.0,5.9
01-28 13:00,24.0,24.0,0.0,5.8
01-28 14:00,24.0,24.0,0.0,6.0
01-28 15:00,21.0,21.0,0.0,6.2
01-28 16:00,3.0,3.0,0.0,6.1
01-28 17:00,0.0,0.0,0.0,5.9
01-28 18:00,0.0,0.0,0.0,5.7
01-28 19:00,0.0,0.0,0.0,4.7
01-28 20:00,0.0,0.0,0.0,4.4
01-28 21:00,0.0,0.0,0.0,4.8
01-28 22:00,0.0,0.0,0.0,4.8
01-28 23:00,0.0,0.0,0.0,4.6
01-29 00:00,0.0,0.0,0.0,3.7
01-29 01:00,0.0,0.0,0.0,4.2
01-29 02:00,0.0,0.0,0.0,3.7
01-29 03:00,0.0,0.0,0.0,4.1
01-29 04:00,0.0,0.0,0.0,4.7
01-29 05:00,0.0,0.0,0.0,4.6
01-29 06:00,0.0,0.0,0.0,4.6
01-29 07:00,0.0,0.0,0.0,5.3
01-29 08:00,39.0,25.0,154.5,6.7
01-29 09:00,100.0,75.0,122.2,7.8
01-29 10:00,108.0,104.0,13.6,8.3
01-29 11:00,101.0,101.0,0.0,8.5
01-29 12:00,279.0,106.0,483.2,9.3
01-29 13:00,275.0,72.0,615.2,9.5
01-29 14:00,162.0,80.0,311.4,8.8
01-29 15:00,98.0,48.0,307.7,8.4
01-29 16:00,18.0,10.0,121.3,7.3
01-29 17:00,0.0,0.0,0.0,6.6
01-29 18:00,0.0,0.0,0.0,6.1
01-29 19:00,0.0,0.0,0.0,5.8
01-29 20:00,0.0,0.0,0.0,5.4
01-29 21:00,0.0,0.0,0.0,5.1
01-29 22:00,0.0,0.0,0.0,4.7
01-29 23:00,0.0,0.0,0.0,4.2
01-30 00:00,0.0,0.0,0.0,3.5
01-30 01:00,0.0,0.0,0.0,3.0
01-30 02:00,0.0,0.0,0.0,2.6
01-30 03:00,0.0,0.0,0.0,2.1
01-30 04:00,0.0,0.0,0.0,1.7
01-30 05:00,0.0,0.0,0.0,1.8
01-30 06:00,0.0,0.0,0.0,1.7
01-30 07:00,0.0,0.0,0.0,2.9
01-30 08:00,41.0,36.0,54.0,3.2
01-30 09:00,122.0,93.0,139.1,5.0
01-30 10:00,238.0,92.0,491.2,7.4
01-30 11:00,282.0,105.0,506.1,9.1
01-30 12:00,283.0,136.0,405.6,10.1
01-30 13:00,197.0,160.0,110.6,10.4
01-30 14:00,106.0,98.0,29.9,9.6
01-30 15:00,63.0,58.0,30.0,8.6
01-30 16:00,15.0,14.0,14.7,6.8
01-30 17:00,0.0,0.0,0.0,5.6
01-30 18:00,0.0,0.0,0.0,5.3
01-30 19:00,0.0,0.0,0.0,4.9
01-30 20:00,0.0,0.0,0.0,4.7
01-30 21:00,0.0,0.0,0.0,5.3
01-30 22:00,0.0,0.0,0.0,5.4
01-30 23:00,0.0,0.0,0.0,5.3
01-31 00:00,0.0,0.0,0.0,5.8
01-31 01:00,0.0,0.0,0.0,5.6
01-31 02:00,0.0,0.0,0.0,4.6
01-31 03:00,0.0,0.0,0.0,3.5
01-31 04:00,0.0,0.0,0.0,2.7
01-31 05:00,0.0,0.0,0.0,2.5
01-31 06:00,0.0,0.0,0.0,2.7
01-31 07:00,0.0,0.0,0.0,2.8
01-31 08:00,37.0,27.0,105.5,2.7
01-31 09:00,68.0,67.0,4.7,2.8
01-31 10:00,111.0,102.0,29.9,3.3
01-31 11:00,153.0,130.0,64.9,3.9
01-31 12:00,276.0,112.0,446.9,4.6
01-31 13:00,295.0,81.0,631.0,5.0
01-31 14:00,243.0,64.0,657.1,5.1
01-31 15:00,134.0,46.0,513.3,4.5
01-31 16:00,27.0,15.0,170.0,3.2
01-31 17:00,0.0,0.0,0.0,2.2
01-31 18:00,0.0,0.0,0.0,1.6
01-31 19:00,0.0,0.0,0.0,1.5
01-31 20:00,0.0,0.0,0.0,1.0
01-31 21:00,0.0,0.0,0.0,0.6
01-31 22:00,0.0,0.0,0.0,0.1
01-31 23:00,0.0,0.0,0.0,-0.2
02-01 00:00,0.0,0.0,0.0,-0.6
02-01 01:00,0.0,0.0,0.0,0.6
02-01 02:00,0.0,0.0,0.0,1.1
02-01 03:00,0.0,0.0,0.0,1.5
02-01 04:00,0.0,0.0,0.0,1.5
02-01 05:00,0.0,0.0,0.0,1.3
02-01 06:00,0.0,0.0,0.0,1.1
02-01 07:00,1.0,1.0,0.0,0.9
02-01 08:00,31.0,29.0,20.6,1.6
02-01 09:00,107.0,88.0,87.7,2.8
02-01 10:00,171.0,130.0,134.0,3.8
02-01 11:00,221.0,158.0,175.6,4.4
02-01 12:00,246.0,151.0,255.6,4.7
02-01 13:00,151.0,131.0,58.2,3.9
02-01 14:00,82.0,79.0,10.8,3.8
02-01 15:00,49.0,49.0,0.0,3.6
02-01 16:00,13.0,13.0,0.0,3.1
02-01 17:00,0.0,0.0,0.0,2.8
02-01 18:00,0.0,0.0,0.0,2.3
02-01 19:00,0.0,0.0,0.0,2.0
02-01 20:00,0.0,0.0,0.0,1.4
02-01 21:00,0.0,0.0,0.0,1.1
02-01 22:00,0.0,0.0,0.0,0.7
02-01 23:00,0.0,0.0,0.0,0.9
02-02 00:00,0.0,0.0,0.0,0.8
02-02 01:00,0.0,0.0,0.0,0.1
02-02 02:00,0.0,0.0,0.0,-0.3
02-02 03:00,0.0,0.0,0.0,0.1
02-02 04:00,0.0,0.0,0.0,0.1
02-02 05:00,0.0,0.0,0.0,0.2
02-02 06:00,0.0,0.0,0.0,-0.1
02-02 07:00,1.0,1.0,0.0,-0.1
02-02 08:00,41.0,32.0,88.8,1.0
02-02 09:00,112.0,91.0,95.0,2.0
02-02 10:00,215.0,107.0,348.0,2.5
02-02 11:00,260.0,134.0,346.8,2.8
02-02 12:00,282.0,125.0,417.1,3.2
02-02 13:00,247.0,110.0,393.0,3.2
02-02 14:00,201.0,104.0,344.2,3.2
02-02 15:00,129.0,60.0,381.9,3.0
02-02 16:00,31.0,19.0,159.1,1.1
02-02 17:00,0.0,0.0,0.0,0.2
02-02 18:00,0.0,0.0,0.0,-0.8
02-02 19:00,0.0,0.0,0.0,-1.0
02-02 20:00,0.0,0.0,0.0,-2.3
02-02 21:00,0.0,0.0,0.0,-2.6
02-02 22:00,0.0,0.0,0.0,-2.7
02-02 23:00,0.0,0.0,0.0,-3.0
02-03 00:00,0.0,0.0,0.0,-3.0
02-03 01:00,0.0,0.0,0.0,-3.0
02-03 02:00,0.0,0.0,0.0,-3.0
02-03 03:00,0.0,0.0,0.0,-3.3
02-03 04:00,0.0,0.0,0.0,-3.5
02-03 05:00,0.0,0.0,0.0,-3.5
02-03 06:00,0.0,0.0,0.0,-3.7
02-03 07:00,2.0,1.0,30.2,-3.7
02-03 08:00,74.0,28.0,436.3,-2.3
02-03 09:00,196.0,50.0,648.0,-0.2
02-03 10:00,298.0,60.0,755.8,1.9
02-03 11:00,328.0,105.0,605.9,3.0
02-03 12:00,342.0,115.0,595.5,3.7
02-03 13:00,343.0,64.0,789.5,4.4
02-03 14:00,266.0,56.0,732.7,4.2
02-03 15:00,153.0,43.0,593.5,2.7
02-03 16:00,37.0,15.0,282.5,0.1
02-03 17:00,0.0,0.0,0.0,-0.9
02-03 18:00,0.0,0.0,0.0,-1.9
02-03 19:00,0.0,0.0,0.0,-2.7
02-03 20:00,0.0,0.0,0.0,-2.9
02-03 21:00,0.0,0.0,0.0,-2.8
02-03 22:00,0.0,0.0,0.0,-2.9
02-03 23:00,0.0,0.0,0.0,-3.0
02-04 00:00,0.0,0.0,0.0,-3.0
02-04 01:00,0.0,0.0,0.0,-3.1
02-04 02:00,0.0,0.0,0.0,-3.5
02-04 03:00,0.0,0.0,0.0,-3.7
02-04 04:00,0.0,0.0,0.0,-4.1
02-04 05:00,0.0,0.0,0.0,-4.4
02-04 06:00,0.0,0.0,0.0,-4.5
02-04 07:00,3.0,2.0,28.3,-5.2
02-04 08:00,79.0,30.0,446.8,-3.2
02-04 09:00,200.0,50.0,652.8,-0.6
02-04 10:00,302.0,60.0,757.3,2.2
02-04 11:00,364.0,64.0,804.6,4.4
02-04 12:00,380.0,65.0,815.9,5.4
02-04 13:00,346.0,63.0,789.8,5.8
02-04 14:00,269.0,57.0,727.4,5.5
02-04 15:00,157.0,44.0,594.4,3.8
02-04 16:00,40.0,17.0,286.3,0.8
02-04 17:00,0.0,0.0,0.0,-0.1
02-04 18:00,0.0,0.0,0.0,-1.7
02-04 19:00,0.0,0.0,0.0,-2.9
02-04 20:00,0.0,0.0,0.0,-3.3
02-04 21:00,0.0,0.0,0.0,-3.4
02-04 22:00,0.0,0.0,0.0,-3.6
02-04 23:00,0.0,0.0,0.0,-3.9
02-05 00:00,0.0,0.0,0.0,-4.0
02-05 01:00,0.0,0.0,0.0,-3.2
02-05 02:00,0.0,0.0,0.0,-3.3
02-05 03:00,0.0,0.0,0.0,-3.0
02-05 04:00,0.0,0.0,0.0,-2.8
02-05 05:00,0.0,0.0,0.0,-2.3
02-05 06:00,0.0,0.0,0.0,-1.9
02-05 07:00,4.0,3.0,26.7,-1.9
02-05 08:00,82.0,30.0,456.2,0.3
02-05 09:00,205.0,51.0,657.2,2.8
02-05 10:00,311.0,57.0,783.3,4.4
02-05 11:00,272.0,122.0,397.1,5.4
02-05 12:00,75.0,75.0,0.0,4.2
02-05 13:00,66.0,66.0,0.0,2.3
02-05 14:00,38.0,38.0,0.0,1.9
02-05 15:00,35.0,35.0,0.0,1.6
02-05 16:00,7.0,7.0,0.0,1.2
02-05 17:00,0.0,0.0,0.0,1.0
02-05 18:00,0.0,0.0,0.0,1.0
02-05 19:00,0.0,0.0,0.0,0.9
02-05 20:00,0.0,0.0,0.0,1.0
02-05 21:00,0.0,0.0,0.0,1.1
02-05 22:00,0.0,0.0,0.0,1.0
02-05 23:00,0.0,0.0,0.0,0.8
02-06 00:00,0.0,0.0,0.0,0.6
02-06 01:00,0.0,0.0,0.0,0.8
02-06 02:00,0.0,0.0,0.0,0.8
02-06 03:00,0.0,0.0,0.0,0.6
02-06 04:00,0.0,0.0,0.0,0.7
02-06 05:00,0.0,0.0,0.0,0.6
02-06 06:00,0.0,0.0,0.0,0.6
02-06 07:00,1.0,1.0,0.0,0.6
02-06 08:00,12.0,12.0,0.0,0.9
02-06 09:00,31.0,31.0,0.0,1.1
02-06 10:00,43.0,43.0,0.0,1.5
02-06 11:00,62.0,61.0,2.6,1.8
02-06 12:00,68.0,68.0,0.0,2.0
02-06 13:00,44.0,44.0,0.0,1.6
02-06 14:00,25.0,25.0,0.0,1.5
02-06 15:00,20.0,20.0,0.0,1.4
02-06 16:00,7.0,7.0,0.0,1.2
02-06 17:00,0.0,0.0,0.0,1.1
02-06 18:00,0.0,0.0,0.0,1.1
02-06 19:00,0.0,0.0,0.0,1.1
02-06 20:00,0.0,0.0,0.0,1.2
02-06 21:00,0.0,0.0,0.0,1.5
02-06 22:00,0.0,0.0,0.0,1.0
02-06 23:00,0.0,0.0,0.0,1.4
02-07 00:00,0.0,0.0,0.0,1.3
02-07 01:00,0.0,0.0,0.0,1.7
02-07 02:00,0.0,0.0,0.0,1.8
02-07 03:00,0.0,0.0,0.0,1.6
02-07 04:00,0.0,0.0,0.0,1.2
02-07 05:00,0.0,0.0,0.0,1.1
02-07 06:00,0.0,0.0,0.0,0.9
02-07 07:00,3.0,3.0,0.0,0.8
02-07 08:00,41.0,39.0,16.3,1.2
02-07 09:00,143.0,93.0,205.2,1.9
02-07 10:00,235.0,119.0,347.3,2.7
02-07 11:00,286.0,133.0,394.7,3.7
02-07 12:00,252.0,126.0,314.2,4.3
02-07 13:00,114.0,94.0,53.6,4.5
02-07 14:00,110.0,96.0,45.7,4.8
02-07 15:00,60.0,57.0,14.7,4.2
02-07 16:00,15.0,15.0,0.0,2.8
02-07 17:00,0.0,0.0,0.0,2.0
02-07 18:00,0.0,0.0,0.0,1.8
02-07 19:00,0.0,0.0,0.0,1.8
02-07 20:00,0.0,0.0,0.0,1.8
02-07 21:00,0.0,0.0,0.0,2.0
02-07 22:00,0.0,0.0,0.0,1.6
02-07 23:00,0.0,0.0,0.0,1.9
02-08 00:00,0.0,0.0,0.0,2.1
02-08 01:00,0.0,0.0,0.0,1.5
02-08 02:00,0.0,0.0,0.0,1.7
02-08 03:00,0.0,0.0,0.0,2.0
02-08 04:00,0.0,0.0,0.0,2.2
02-08 05:00,0.0,0.0,0.0,1.5
02-08 06:00,0.0,0.0,0.0,0.9
02-08 07:00,6.0,4.0,45.2,0.5
02-08 08:00,87.0,42.0,353.0,1.5
02-08 09:00,187.0,85.0,410.5,2.7
02-08 10:00,272.0,124.0,436.7,3.5
02-08 11:00,362.0,99.0,669.7,4.6
02-08 12:00,394.0,74.0,787.8,5.3
02-08 13:00,368.0,65.0,800.7,4.6
02-08 14:00,290.0,58.0,745.2,4.3
02-08 15:00,173.0,51.0,582.4,3.6
02-08 16:00,45.0,29.0,176.9,2.3
02-08 17:00,0.0,0.0,0.0,1.4
02-08 18:00,0.0,0.0,0.0,0.6
02-08 19:00,0.0,0.0,0.0,0.1
02-08 20:00,0.0,0.0,0.0,-0.2
02-08 21:00,0.0,0.0,0.0,-0.4
02-08 22:00,0.0,0.0,0.0,-0.6
02-08 23:00,0.0,0.0,0.0,-0.9
02-09 00:00,0.0,0.0,0.0,-1.1
02-09 01:00,0.0,0.0,0.0,-1.5
02-09 02:00,0.0,0.0,0.0,-1.8
02-09 03:00,0.0,0.0,0.0,-2.2
02-09 04:00,0.0,0.0,0.0,-2.4
02-09 05:00,0.0,0.0,0.0,-2.4
02-09 06:00,0.0,0.0,0.0,-2.5
02-09 07:00,7.0,4.0,64.3,-2.2
02-09 08:00,97.0,34.0,476.7,-0.7
02-09 09:00,223.0,53.0,671.1,1.0
02-09 10:00,326.0,62.0,767.6,2.8
02-09 11:00,389.0,67.0,809.4,4.1
02-09 12:00,405.0,68.0,819.3,5.0
02-09 13:00,371.0,66.0,795.2,5.4
02-09 14:00,292.0,59.0,736.5,5.4
02-09 15:00,179.0,47.0,615.7,4.0
02-09 16:00,55.0,24.0,333.3,1.5
02-09 17:00,0.0,0.0,0.0,0.6
02-09 18:00,0.0,0.0,0.0,0.2
02-09 19:00,0.0,0.0,0.0,-0.2
02-09 20:00,0.0,0.0,0.0,-0.2
02-09 21:00,0.0,0.0,0.0,-0.7
02-09 22:00,0.0,0.0,0.0,-1.2
02-09 23:00,0.0,0.0,0.0,-1.5
02-10 00:00,0.0,0.0,0.0,-1.8
02-10 01:00,0.0,0.0,0.0,-1.5
02-10 02:00,0.0,0.0,0.0,-1.1
02-10 03:00,0.0,0.0,0.0,-0.6
02-10 04:00,0.0,0.0,0.0,-1.0
02-10 05:00,0.0,0.0,0.0,-1.0
02-10 06:00,0.0,0.0,0.0,-0.5
02-10 07:00,7.0,6.0,20.4,-0.7
02-10 08:00,74.0,45.0,211.9,0.6
02-10 09:00,197.0,81.0,449.2,2.4
02-10 10:00,313.0,79.0,670.5,4.2
02-10 11:00,377.0,82.0,732.1,5.3
02-10 12:00,368.0,121.0,593.0,6.0
02-10 13:00,301.0,151.0,385.9,6.4
02-10 14:00,241.0,121.0,373.3,6.8
02-10 15:00,148.0,89.0,269.0,5.2
02-10 16:00,48.0,37.0,115.1,3.0
02-10 17:00,0.0,0.0,0.0,1.8
02-10 18:00,0.0,0.0,0.0,0.9
02-10 19:00,0.0,0.0,0.0,0.2
02-10 20:00,0.0,0.0,0.0,-0.5
02-10 21:00,0.0,0.0,0.0,-1.0
02-10 22:00,0.0,0.0,0.0,-1.3
02-10 23:00,0.0,0.0,0.0,-1.1
02-11 00:00,0.0,0.0,0.0,-0.6
02-11 01:00,0.0,0.0,0.0,-0.6
02-11 02:00,0.0,0.0,0.0,-0.4
02-11 03:00,0.0,0.0,0.0,-0.3
02-11 04:00,0.0,0.0,0.0,-0.6
02-11 05:00,0.0,0.0,0.0,-0.7
02-11 06:00,0.0,0.0,0.0,-0.8
02-11 07:00,10.0,6.0,77.7,-0.6
02-11 08:00,108.0,37.0,501.2,1.1
02-11 09:00,226.0,70.0,592.7,2.7
02-11 10:00,340.0,68.0,768.2,3.8
02-11 11:00,372.0,121.0,615.0,4.8
02-11 12:00,392.0,116.0,654.4,5.4
02-11 13:00,336.0,132.0,517.9,6.4
02-11 14:00,304.0,63.0,738.1,6.7
02-11 15:00,181.0,62.0,530.6,5.8
02-11 16:00,62.0,27.0,356.6,3.1
02-11 17:00,1.0,1.0,0.0,1.2
02-11 18:00,0.0,0.0,0.0,0.9
02-11 19:00,0.0,0.0,0.0,1.9
02-11 20:00,0.0,0.0,0.0,2.3
02-11 21:00,0.0,0.0,0.0,1.7
02-11 22:00,0.0,0.0,0.0,0.9
02-11 23:00,0.0,0.0,0.0,0.4
02-12 00:00,0.0,0.0,0.0,0.2
02-12 01:00,0.0,0.0,0.0,0.2
02-12 02:00,0.0,0.0,0.0,0.2
02-12 03:00,0.0,0.0,0.0,0.1
02-12 04:00,0.0,0.0,0.0,-0.1
02-12 05:00,0.0,0.0,0.0,-0.4
02-12 06:00,0.0,0.0,0.0,-0.4
02-12 07:00,9.0,6.0,55.6,-0.2
02-12 08:00,76.0,39.0,252.5,0.9
02-12 09:00,120.0,79.0,152.9,2.0
02-12 10:00,102.0,100.0,5.6,2.5
02-12 11:00,112.0,112.0,0.0,2.8
02-12 12:00,100.0,100.0,0.0,2.8
02-12 13:00,137.0,122.0,37.6,2.4
02-12 14:00,271.0,89.0,548.8,3.0
02-12 15:00,148.0,75.0,318.5,2.5
02-12 16:00,31.0,20.0,109.2,1.5
02-12 17:00,0.0,0.0,0.0,0.8
02-12 18:00,0.0,0.0,0.0,0.6
02-12 19:00,0.0,0.0,0.0,0.3
02-12 20:00,0.0,0.0,0.0,0.6
02-12 21:00,0.0,0.0,0.0,0.7
02-12 22:00,0.0,0.0,0.0,0.9
02-12 23:00,0.0,0.0,0.0,0.9
02-13 00:00,0.0,0.0,0.0,0.9
02-13 01:00,0.0,0.0,0.0,0.5
02-13 02:00,0.0,0.0,0.0,0.5
02-13 03:00,0.0,0.0,0.0,0.6
02-13 04:00,0.0,0.0,0.0,0.6
02-13 05:00,0.0,0.0,0.0,0.6
02-13 06:00,0.0,0.0,0.0,0.4
02-13 07:00,1.0,1.0,0.0,0.2
02-13 08:00,10.0,10.0,0.0,-0.3
02-13 09:00,31.0,31.0,0.0,-0.3
02-13 10:00,63.0,63.0,0.0,-0.1
02-13 11:00,70.0,70.0,0.0,0.2
02-13 12:00,60.0,60.0,0.0,0.1
02-13 13:00,75.0,75.0,0.0,-0.2
02-13 14:00,58.0,58.0,0.0,-0.3
02-13 15:00,43.0,43.0,0.0,-0.5
02-13 16:00,17.0,17.0,0.0,-1.0
02-13 17:00,0.0,0.0,0.0,-1.5
02-13 18:00,0.0,0.0,0.0,-1.8
02-13 19:00,0.0,0.0,0.0,-2.0
02-13 20:00,0.0,0.0,0.0,-2.2
02-13 21:00,0.0,0.0,0.0,-2.2
02-13 22:00,0.0,0.0,0.0,-2.1
02-13 23:00,0.0,0.0,0.0,-2.0
02-14 00:00,0.0,0.0,0.0,-2.0
02-14 01:00,0.0,0.0,0.0,-2.0
02-14 02:00,0.0,0.0,0.0,-2.0
02-14 03:00,0.0,0.0,0.0,-2.0
02-14 04:00,0.0,0.0,0.0,-1.9
02-14 05:00,0.0,0.0,0.0,-1.9
02-14 06:00,0.0,0.0,0.0,-1.9
02-14 07:00,3.0,3.0,0.0,-1.8
02-14 08:00,30.0,30.0,0.0,-1.5
02-14 09:00,74.0,74.0,0.0,-1.2
02-14 10:00,114.0,114.0,0.0,-0.9
02-14 11:00,143.0,139.0,9.4,-0.7
02-14 12:00,155.0,155.0,0.0,-0.3
02-14 13:00,128.0,128.0,0.0,-0.4
02-14 14:00,177.0,169.0,23.4,-0.1
02-14 15:00,118.0,104.0,58.5,-0.2
02-14 16:00,51.0,43.0,73.8,-0.9
02-14 17:00,1.0,1.0,0.0,-1.5
02-14 18:00,0.0,0.0,0.0,-3.0
02-14 19:00,0.0,0.0,0.0,-2.2
02-14 20:00,0.0,0.0,0.0,-2.0
02-14 21:00,0.0,0.0,0.0,-2.0
02-14 22:00,0.0,0.0,0.0,-1.9
02-14 23:00,0.0,0.0,0.0,-2.0
02-15 00:00,0.0,0.0,0.0,-2.0
02-15 01:00,0.0,0.0,0.0,-1.9
02-15 02:00,0.0,0.0,0.0,-2.1
02-15 03:00,0.0,0.0,0.0,-1.8
02-15 04:00,0.0,0.0,0.0,-1.9
02-15 05:00,0.0,0.0,0.0,-2.3
02-15 06:00,0.0,0.0,0.0,-2.4
02-15 07:00,7.0,7.0,0.0,-2.6
02-15 08:00,53.0,53.0,0.0,-2.2
02-15 09:00,182.0,140.0,148.1,-1.4
02-15 10:00,228.0,184.0,117.4,-0.6
02-15 11:00,277.0,224.0,123.5,0.1
02-15 12:00,282.0,226.0,126.5,0.3
02-15 13:00,322.0,214.0,260.4,0.2
02-15 14:00,155.0,148.0,20.2,-0.2
02-15 15:00,79.0,79.0,0.0,-0.6
02-15 16:00,39.0,39.0,0.0,-1.5
02-15 17:00,2.0,2.0,0.0,-3.5
02-15 18:00,0.0,0.0,0.0,-2.8
02-15 19:00,0.0,0.0,0.0,-2.8
02-15 20:00,0.0,0.0,0.0,-2.8
02-15 21:00,0.0,0.0,0.0,-2.5
02-15 22:00,0.0,0.0,0.0,-2.8
02-15 23:00,0.0,0.0,0.0,-2.8
02-16 00:00,0.0,0.0,0.0,-2.8
02-16 01:00,0.0,0.0,0.0,-5.7
02-16 02:00,0.0,0.0,0.0,-6.4
02-16 03:00,0.0,0.0,0.0,-6.6
02-16 04:00,0.0,0.0,0.0,-6.7
02-16 05:00,0.0,0.0,0.0,-7.8
02-16 06:00,0.0,0.0,0.0,-8.1
02-16 07:00,16.0,13.0,46.8,-7.9
02-16 08:00,113.0,73.0,240.4,-6.6
02-16 09:00,237.0,125.0,387.9,-4.1
02-16 10:00,346.0,141.0,539.3,-2.3
02-16 11:00,386.0,188.0,455.7,-1.3
02-16 12:00,403.0,180.0,497.7,-0.9
02-16 13:00,263.0,199.0,152.4,-1.0
02-16 14:00,232.0,160.0,204.5,-0.9
02-16 15:00,150.0,99.0,204.8,-1.3
02-16 16:00,59.0,43.0,135.7,-2.0
02-16 17:00,2.0,2.0,0.0,-3.2
02-16 18:00,0.0,0.0,0.0,-4.0
02-16 19:00,0.0,0.0,0.0,-4.1
02-16 20:00,0.0,0.0,0.0,-4.9
02-16 21:00,0.0,0.0,0.0,-6.7
02-16 22:00,0.0,0.0,0.0,-7.8
02-16 23:00,0.0,0.0,0.0,-8.5
02-17 00:00,0.0,0.0,0.0,-8.6
02-17 01:00,0.0,0.0,0.0,-9.1
02-17 02:00,0.0,0.0,0.0,-9.4
02-17 03:00,0.0,0.0,0.0,-9.8
02-17 04:00,0.0,0.0,0.0,-9.9
02-17 05:00,0.0,0.0,0.0,-10.1
02-17 06:00,0.0,0.0,0.0,-10.2
02-17 07:00,20.0,11.0,135.0,-10.0
02-17 08:00,143.0,46.0,565.5,-7.7
02-17 09:00,282.0,66.0,734.8,-4.8
02-17 10:00,391.0,82.0,801.6,-3.0
02-17 11:00,458.0,90.0,836.6,-2.0
02-17 12:00,471.0,96.0,827.0,-1.4
02-17 13:00,371.0,134.0,557.3,-1.0
02-17 14:00,282.0,125.0,439.5,-1.0
